,study_hours,attendance,sleep_hours,internet_usage,assignments_completed,previous_score,exam_score,placement_status
3312,5,72,5,5,11,44,80.02,Placed
3313,8,40,4,10,13,61,97.29,Placed
3314,8,52,8,5,8,42,83.79,Placed
3315,11,85,8,3,6,78,100.0,Placed
3316,3,66,4,4,13,87,97.4,Placed
3317,11,45,4,5,19,38,100.0,Placed
3318,4,98,9,11,19,55,100.0,Placed
3319,10,45,9,11,9,55,100.0,Placed
3320,11,72,6,2,10,64,100.0,Placed
3321,6,69,7,6,6,47,78.38,Placed
3322,11,85,9,2,18,92,100.0,Placed
3323,11,74,8,4,18,37,100.0,Placed
3324,10,62,6,1,20,54,100.0,Placed
3325,3,49,6,4,10,70,94.13,Placed
3326,2,90,8,7,5,74,92.88,Placed
3327,6,58,9,8,7,39,89.85,Placed
3328,11,90,8,2,0,56,100.0,Placed
3329,5,67,5,3,7,92,90.93,Placed
3330,10,62,9,1,4,36,99.15,Placed
3331,5,43,7,7,9,59,61.44,Not Placed
3332,10,59,8,4,1,74,100.0,Placed
3333,5,58,9,11,3,58,52.06,Not Placed
3334,10,81,4,10,1,92,97.32,Placed
3335,5,66,5,8,14,39,76.79,Placed
3336,3,96,7,5,19,50,100.0,Placed
3337,7,73,9,9,9,87,100.0,Placed
3338,6,43,4,6,20,49,92.36,Placed
3339,4,95,9,11,1,85,61.3,Not Placed
3340,2,77,4,10,5,47,51.72,Not Placed
3341,9,46,7,2,13,45,92.56,Placed
3342,1,87,5,1,4,50,66.39,Not Placed
3343,11,100,4,1,1,52,100.0,Placed
3344,4,46,6,9,13,59,76.31,Placed
3345,1,89,7,1,12,81,81.97,Placed
3346,6,91,7,3,1,72,93.02,Placed
3347,4,65,8,2,8,74,100.0,Placed
3348,5,65,5,4,2,38,84.19,Placed
3349,5,93,6,1,14,87,100.0,Placed
3350,9,58,6,1,2,92,85.7,Placed
3351,1,48,8,4,11,82,76.0,Placed
3352,2,100,4,4,5,55,65.71,Not Placed
3353,6,59,4,7,18,45,87.83,Placed
3354,5,81,6,8,16,92,100.0,Placed
3355,11,84,5,8,5,86,100.0,Placed
3356,7,89,4,8,18,93,100.0,Placed
3357,3,55,7,9,16,68,94.51,Placed
3358,3,93,9,1,15,64,100.0,Placed
3359,10,56,8,9,20,88,100.0,Placed
3360,2,61,5,10,7,38,60.1,Not Placed
3361,3,52,4,8,18,48,68.81,Not Placed
3362,10,51,9,1,7,45,88.79,Placed
3363,1,49,6,7,19,38,68.17,Not Placed
3364,5,40,8,9,14,60,78.76,Placed
3365,5,71,4,4,7,37,70.53,Placed
3366,11,69,6,9,2,90,100.0,Placed
3367,7,47,4,1,15,88,100.0,Placed
3368,4,60,8,9,2,91,97.0,Placed
3369,3,61,7,6,0,71,68.45,Not Placed
3370,1,57,7,4,7,72,66.74,Not Placed
3371,8,41,9,5,8,75,85.7,Placed
3372,3,87,6,7,11,38,75.64,Placed
3373,2,83,7,10,17,60,75.24,Placed
3374,11,48,8,4,16,73,100.0,Placed
3375,4,42,6,8,7,79,71.97,Placed
3376,3,93,4,3,19,76,100.0,Placed
3377,1,65,5,2,10,78,78.15,Placed
3378,3,60,4,1,6,76,78.53,Placed
3379,2,69,8,6,13,45,74.66,Placed
3380,8,67,9,2,9,45,100.0,Placed
3381,6,75,6,8,14,88,97.38,Placed
3382,9,65,4,11,11,72,100.0,Placed
3383,8,73,6,10,19,72,100.0,Placed
3384,10,47,7,4,16,54,97.83,Placed
3385,3,49,5,9,7,60,60.96,Not Placed
3386,5,87,8,4,13,72,100.0,Placed
3387,7,94,4,4,14,46,100.0,Placed
3388,5,82,5,8,10,89,96.92,Placed
3389,8,89,8,8,11,63,100.0,Placed
3390,5,93,8,5,19,48,84.63,Placed
3391,1,53,9,3,15,84,89.41,Placed
3392,5,79,7,2,19,93,100.0,Placed
3393,4,94,9,9,17,59,93.31,Placed
3394,6,54,9,9,9,89,100.0,Placed
3395,3,56,6,5,18,85,100.0,Placed
3396,11,92,6,8,17,76,100.0,Placed
3397,5,57,5,7,0,76,77.61,Placed
3398,2,71,7,3,3,73,61.43,Not Placed
3399,11,77,8,5,6,60,100.0,Placed
3400,6,62,7,9,0,44,74.5,Placed
3401,6,85,7,4,7,48,63.21,Not Placed
3402,5,62,5,3,16,39,100.0,Placed
3403,6,74,6,7,7,91,84.16,Placed
3404,11,78,7,8,4,56,91.3,Placed
3405,7,54,7,5,0,45,77.86,Placed
3406,5,92,7,8,14,63,100.0,Placed
3407,1,63,4,5,3,41,36.46,Not Placed
3408,8,67,7,9,6,86,90.84,Placed
3409,4,55,7,7,13,52,90.95,Placed
3410,9,55,8,5,11,65,100.0,Placed
3411,10,79,9,9,20,77,100.0,Placed
3412,6,78,4,5,2,54,76.1,Placed
3413,1,45,7,8,19,91,100.0,Placed
3414,3,41,9,4,17,69,98.3,Placed
3415,3,93,7,9,7,41,73.55,Placed
3416,10,52,5,6,1,95,100.0,Placed
3417,4,83,5,6,5,64,80.96,Placed
3418,6,86,9,3,6,38,97.53,Placed
3419,7,98,4,3,6,85,98.42,Placed
3420,10,48,8,4,12,64,100.0,Placed
3421,4,73,4,1,0,64,70.1,Placed
3422,6,56,4,6,7,64,68.44,Not Placed
3423,11,66,5,1,12,87,100.0,Placed
3424,1,68,5,11,19,52,84.46,Placed
3425,8,76,8,4,18,77,100.0,Placed
3426,7,82,7,7,16,80,100.0,Placed
3427,11,61,8,6,12,44,100.0,Placed
3428,11,90,7,8,15,48,100.0,Placed
3429,9,63,9,4,14,70,100.0,Placed
3430,3,46,9,9,10,57,80.88,Placed
3431,2,73,6,10,11,46,52.07,Not Placed
3432,1,87,5,8,2,46,54.95,Not Placed
3433,3,51,6,5,8,68,81.75,Placed
3434,5,62,6,6,13,60,86.06,Placed
3435,11,54,5,5,6,40,93.61,Placed
3436,2,72,6,6,10,71,93.64,Placed
3437,3,96,4,1,9,85,92.8,Placed
3438,4,52,7,4,2,87,82.8,Placed
3439,7,62,8,9,18,49,100.0,Placed
3440,3,77,5,4,1,76,69.01,Not Placed
3441,9,71,4,2,16,73,100.0,Placed
3442,8,84,9,6,1,53,98.0,Placed
3443,4,89,8,2,20,74,100.0,Placed
3444,1,74,8,3,15,81,93.23,Placed
3445,1,40,8,7,16,57,72.1,Placed
3446,1,86,6,4,9,70,66.68,Not Placed
3447,1,97,6,1,3,47,64.7,Not Placed
3448,8,84,6,9,10,65,100.0,Placed
3449,3,44,6,6,16,95,91.97,Placed
3450,6,96,4,9,11,71,89.74,Placed
3451,3,52,6,3,20,60,82.61,Placed
3452,11,93,5,5,9,77,100.0,Placed
3453,5,44,8,9,15,82,100.0,Placed
3454,7,99,4,6,3,86,100.0,Placed
3455,2,71,9,2,2,52,63.14,Not Placed
3456,6,90,6,1,8,94,100.0,Placed
3457,6,60,9,9,5,81,90.24,Placed
3458,11,63,8,1,11,91,100.0,Placed
3459,3,99,4,5,0,67,71.69,Placed
3460,6,57,8,1,13,74,94.97,Placed
3461,10,60,9,5,9,66,100.0,Placed
3462,10,93,4,5,17,38,100.0,Placed
3463,5,49,7,7,12,75,73.07,Placed
3464,2,63,4,7,8,53,74.08,Placed
3465,9,79,6,11,18,41,95.45,Placed
3466,8,86,9,10,3,81,82.51,Placed
3467,3,60,8,1,2,69,88.21,Placed
3468,8,64,8,9,5,60,94.01,Placed
3469,9,91,8,1,8,78,100.0,Placed
3470,3,99,5,5,9,57,82.48,Placed
3471,3,96,5,7,8,68,80.43,Placed
3472,2,98,6,8,16,85,81.94,Placed
3473,8,62,7,2,9,90,97.72,Placed
3474,10,61,5,1,5,41,100.0,Placed
3475,1,43,4,4,15,45,64.73,Not Placed
3476,8,73,9,4,16,85,100.0,Placed
3477,7,95,6,10,10,42,100.0,Placed
3478,7,45,7,6,19,47,62.51,Not Placed
3479,3,67,4,1,6,66,70.22,Placed
3480,1,70,8,1,3,75,62.75,Not Placed
3481,4,74,5,3,9,68,84.02,Placed
3482,9,78,4,5,20,52,93.67,Placed
3483,5,81,7,6,13,49,96.17,Placed
3484,1,62,6,5,16,89,94.8,Placed
3485,5,45,4,5,13,77,100.0,Placed
3486,8,55,6,9,19,58,100.0,Placed
3487,8,41,8,2,12,81,100.0,Placed
3488,5,63,7,1,1,55,84.9,Placed
3489,9,56,7,6,8,52,100.0,Placed
3490,1,84,5,9,2,48,39.29,Not Placed
3491,4,40,9,7,3,92,87.85,Placed
3492,3,45,7,8,11,87,85.18,Placed
3493,2,44,4,5,14,53,49.23,Not Placed
3494,8,96,4,10,19,47,100.0,Placed
3495,7,84,4,4,7,91,100.0,Placed
3496,9,99,8,6,17,50,100.0,Placed
3497,2,94,7,3,4,36,66.24,Not Placed
3498,4,89,7,1,1,91,94.18,Placed
3499,6,68,4,11,8,68,78.88,Placed
3500,11,51,5,4,13,83,100.0,Placed
3501,3,78,5,9,0,60,52.6,Not Placed
3502,8,86,7,4,19,88,100.0,Placed
3503,3,42,7,1,3,93,83.97,Placed
3504,2,87,6,4,16,56,100.0,Placed
3505,3,40,7,7,9,54,79.68,Placed
3506,11,66,4,3,1,63,100.0,Placed
3507,6,87,9,10,5,52,80.7,Placed
3508,2,63,8,6,18,63,86.22,Placed
3509,8,83,7,1,8,76,90.58,Placed
3510,1,58,7,11,18,78,74.24,Placed
3511,7,98,4,4,18,61,96.2,Placed
3512,2,47,6,3,8,69,66.65,Not Placed
3513,10,94,9,1,2,63,100.0,Placed
3514,6,83,7,3,5,40,93.45,Placed
3515,2,86,5,4,5,86,77.6,Placed
3516,2,41,5,5,16,71,70.95,Placed
3517,10,100,5,6,12,93,100.0,Placed
3518,8,69,8,2,12,59,100.0,Placed
3519,2,69,8,2,6,55,70.16,Placed
3520,7,88,9,6,8,92,100.0,Placed
3521,3,78,7,5,17,65,100.0,Placed
3522,8,84,7,1,0,93,100.0,Placed
3523,7,71,7,3,19,74,89.95,Placed
3524,8,40,8,11,12,84,100.0,Placed
3525,7,77,9,5,7,50,94.59,Placed
3526,11,52,7,2,20,94,100.0,Placed
3527,6,50,4,1,8,48,90.82,Placed
3528,7,49,6,9,0,40,61.88,Not Placed
3529,5,87,5,5,8,45,64.62,Not Placed
3530,7,98,5,2,19,61,100.0,Placed
3531,1,65,4,10,10,72,61.2,Not Placed
3532,1,95,7,4,19,39,100.0,Placed
3533,9,94,9,3,3,49,93.96,Placed
3534,5,59,9,7,15,72,91.71,Placed
3535,5,56,8,1,13,87,100.0,Placed
3536,3,56,7,10,19,50,100.0,Placed
3537,5,43,9,4,20,52,94.58,Placed
3538,3,44,7,7,17,87,86.63,Placed
3539,9,99,5,11,8,67,100.0,Placed
3540,9,62,5,10,0,69,76.9,Placed
3541,6,85,8,5,2,89,94.65,Placed
3542,1,91,5,4,19,86,100.0,Placed
3543,7,49,7,4,0,58,70.13,Placed
3544,7,85,4,11,2,69,75.39,Placed
3545,10,67,8,2,13,41,100.0,Placed
3546,10,72,4,8,13,48,84.41,Placed
3547,4,82,7,4,12,84,97.93,Placed
3548,8,65,8,2,0,64,74.06,Placed
3549,6,94,4,9,14,58,88.61,Placed
3550,4,89,8,10,19,49,91.29,Placed
3551,4,87,7,7,6,47,72.16,Placed
3552,2,68,9,3,15,53,82.6,Placed
3553,2,66,8,7,19,63,91.91,Placed
3554,4,57,9,1,20,56,91.12,Placed
3555,5,79,7,1,0,36,74.8,Placed
3556,8,99,8,4,14,73,100.0,Placed
3557,6,49,8,4,19,47,100.0,Placed
3558,4,97,9,4,14,70,100.0,Placed
3559,11,81,5,9,18,72,100.0,Placed
3560,7,44,9,6,5,52,67.2,Not Placed
3561,8,49,9,3,5,85,100.0,Placed
3562,2,89,9,6,0,49,63.18,Not Placed
3563,7,60,7,2,15,69,100.0,Placed
3564,2,63,6,2,17,86,100.0,Placed
3565,2,77,9,7,12,51,74.24,Placed
3566,8,42,8,3,11,82,82.73,Placed
3567,2,79,4,7,17,47,84.47,Placed
3568,11,70,5,3,9,56,100.0,Placed
3569,9,80,9,2,13,93,100.0,Placed
3570,1,76,9,4,19,88,100.0,Placed
3571,9,100,5,4,10,86,100.0,Placed
3572,1,41,9,3,17,74,94.28,Placed
3573,10,41,8,9,11,55,100.0,Placed
3574,10,78,6,6,16,60,100.0,Placed
3575,2,88,9,5,2,80,88.24,Placed
3576,6,81,5,6,20,38,97.35,Placed
3577,6,83,9,11,0,41,75.49,Placed
3578,1,73,7,8,0,44,49.46,Not Placed
3579,7,81,8,5,5,49,100.0,Placed
3580,8,59,8,4,18,60,99.09,Placed
3581,2,72,6,7,3,50,53.36,Not Placed
3582,8,43,7,5,12,74,99.61,Placed
3583,9,84,7,4,11,68,100.0,Placed
3584,6,83,6,5,7,95,90.57,Placed
3585,5,50,4,11,19,51,71.26,Placed
3586,9,100,9,4,6,72,100.0,Placed
3587,11,81,7,8,20,50,100.0,Placed
3588,9,86,4,8,6,68,79.25,Placed
3589,1,44,4,1,6,93,66.55,Not Placed
3590,11,64,8,3,13,90,100.0,Placed
3591,3,88,9,11,17,63,99.91,Placed
3592,9,99,8,4,18,87,100.0,Placed
3593,11,76,5,2,19,52,100.0,Placed
3594,2,73,8,5,18,45,86.98,Placed
3595,4,48,7,11,17,46,64.36,Not Placed
3596,4,45,7,8,5,71,38.34,Not Placed
3597,2,57,9,2,15,36,89.03,Placed
3598,3,53,4,9,2,88,59.04,Not Placed
3599,3,58,7,7,20,90,78.68,Placed
3600,1,53,8,6,1,52,66.67,Not Placed
3601,6,79,8,8,14,88,100.0,Placed
3602,8,56,9,2,19,72,100.0,Placed
3603,3,99,8,5,10,67,97.77,Placed
3604,5,74,6,4,18,43,100.0,Placed
3605,1,68,9,8,17,49,72.82,Placed
3606,10,81,9,1,10,62,100.0,Placed
3607,7,56,7,3,2,42,94.36,Placed
3608,10,98,9,10,3,94,100.0,Placed
3609,1,82,5,8,5,80,64.94,Not Placed
3610,11,47,7,5,11,70,97.5,Placed
3611,9,40,7,4,20,73,100.0,Placed
3612,8,84,6,6,3,86,100.0,Placed
3613,7,92,7,5,11,42,97.92,Placed
3614,10,75,4,3,3,76,82.01,Placed
3615,7,46,8,11,1,84,59.18,Not Placed
3616,5,85,8,5,11,84,100.0,Placed
3617,5,44,9,4,12,53,76.61,Placed
3618,11,63,6,1,15,38,100.0,Placed
3619,5,67,8,1,3,61,93.33,Placed
3620,1,82,4,7,7,47,51.83,Not Placed
3621,8,56,6,4,4,72,93.14,Placed
3622,11,76,5,1,13,55,100.0,Placed
3623,1,59,8,6,14,60,100.0,Placed
3624,4,42,7,11,10,79,70.72,Placed
3625,9,76,4,11,9,92,96.92,Placed
3626,9,65,4,11,9,57,82.05,Placed
3627,5,54,8,11,5,88,93.34,Placed
3628,4,90,9,1,15,64,100.0,Placed
3629,3,87,5,8,20,65,100.0,Placed
3630,3,47,7,9,3,65,60.15,Not Placed
3631,5,52,5,11,8,50,65.02,Not Placed
3632,10,87,5,3,9,86,100.0,Placed
3633,1,42,8,7,4,93,49.34,Not Placed
3634,5,40,7,5,9,76,85.23,Placed
3635,6,48,8,3,15,75,100.0,Placed
3636,7,70,8,5,10,41,94.34,Placed
3637,9,80,9,10,5,51,79.24,Placed
3638,3,93,4,7,6,58,60.3,Not Placed
3639,2,65,9,7,11,54,77.98,Placed
3640,3,56,9,9,12,73,59.85,Not Placed
3641,9,95,8,8,16,61,100.0,Placed
3642,7,73,9,4,8,36,77.2,Placed
3643,9,48,9,5,7,94,100.0,Placed
3644,2,95,6,5,15,85,97.43,Placed
3645,5,90,7,10,20,35,96.79,Placed
3646,4,52,4,2,2,68,58.73,Not Placed
3647,2,44,7,7,4,61,59.85,Not Placed
3648,9,80,4,7,20,71,100.0,Placed
3649,9,52,6,9,12,84,95.81,Placed
3650,6,40,8,9,17,95,100.0,Placed
3651,11,64,4,4,20,40,100.0,Placed
3652,6,86,4,5,15,72,96.72,Placed
3653,8,43,4,7,13,88,91.32,Placed
3654,6,75,6,10,10,94,100.0,Placed
3655,1,91,7,7,17,61,70.68,Placed
3656,4,49,6,11,7,82,59.87,Not Placed
3657,7,67,4,10,11,50,85.4,Placed
3658,2,96,9,11,18,69,100.0,Placed
3659,9,45,4,8,19,61,94.76,Placed
3660,8,66,9,8,1,69,84.4,Placed
3661,8,95,8,2,8,92,100.0,Placed
3662,7,51,6,9,8,89,87.36,Placed
3663,4,91,9,11,13,95,100.0,Placed
3664,2,87,6,4,14,95,94.17,Placed
3665,3,42,5,1,10,70,78.27,Placed
3666,6,85,7,1,12,72,100.0,Placed
3667,5,72,5,5,4,62,77.98,Placed
3668,8,49,9,7,5,90,98.18,Placed
3669,6,70,5,5,4,37,63.72,Not Placed
3670,6,54,7,3,0,91,75.24,Placed
3671,1,46,9,11,17,75,65.11,Not Placed
3672,4,75,8,7,7,65,67.62,Not Placed
3673,5,53,8,1,16,37,95.82,Placed
3674,11,95,7,11,10,72,100.0,Placed
3675,3,87,7,1,10,87,100.0,Placed
3676,9,53,9,2,2,86,97.76,Placed
3677,1,42,6,1,7,58,60.37,Not Placed
3678,6,88,9,9,7,60,88.71,Placed
3679,6,92,6,4,20,75,100.0,Placed
3680,10,85,6,7,20,81,100.0,Placed
3681,5,89,6,5,2,62,88.92,Placed
3682,5,42,9,7,9,43,58.93,Not Placed
3683,10,61,4,7,18,71,100.0,Placed
3684,5,58,4,1,13,87,100.0,Placed
3685,6,74,8,1,17,61,100.0,Placed
3686,8,51,4,11,2,82,71.87,Placed
3687,2,93,4,3,19,37,95.52,Placed
3688,6,44,6,10,13,75,96.01,Placed
3689,1,49,6,2,10,83,74.14,Placed
3690,4,80,7,7,9,62,75.3,Placed
3691,10,72,6,3,13,66,100.0,Placed
3692,3,52,9,7,0,69,60.08,Not Placed
3693,9,74,7,9,15,41,100.0,Placed
3694,3,90,7,11,5,41,58.0,Not Placed
3695,6,71,4,1,17,55,97.4,Placed
3696,1,50,6,3,15,66,95.34,Placed
3697,6,87,4,11,18,72,99.93,Placed
3698,4,77,6,6,15,54,100.0,Placed
3699,8,63,4,9,4,42,55.68,Not Placed
3700,11,74,4,5,11,38,82.57,Placed
3701,9,58,4,3,5,60,95.13,Placed
3702,4,45,9,8,1,49,51.31,Not Placed
3703,10,79,8,5,15,40,100.0,Placed
3704,10,93,4,6,20,82,100.0,Placed
3705,6,84,5,2,10,66,77.88,Placed
3706,1,83,5,4,11,39,66.34,Not Placed
3707,4,81,5,1,10,78,90.46,Placed
3708,7,74,9,4,19,80,100.0,Placed
3709,1,43,7,1,18,92,100.0,Placed
3710,8,72,4,4,7,40,88.06,Placed
3711,10,52,5,2,17,37,100.0,Placed
3712,11,95,9,6,4,63,100.0,Placed
3713,6,75,7,6,11,53,100.0,Placed
3714,5,93,5,8,9,44,89.23,Placed
3715,10,82,6,9,14,41,98.14,Placed
3716,11,58,8,8,4,79,100.0,Placed
3717,9,82,4,1,16,35,100.0,Placed
3718,2,51,8,3,3,35,64.94,Not Placed
3719,5,50,8,6,11,51,83.46,Placed
3720,6,45,6,1,17,56,87.0,Placed
3721,7,51,6,8,7,70,71.33,Placed
3722,5,66,6,6,19,48,79.77,Placed
3723,9,80,7,1,16,40,100.0,Placed
3724,1,64,5,10,7,64,47.82,Not Placed
3725,7,81,4,2,12,80,95.83,Placed
3726,10,42,6,6,2,81,100.0,Placed
3727,7,42,9,10,2,67,61.1,Not Placed
3728,4,59,4,8,6,54,66.75,Not Placed
3729,9,67,4,5,17,50,100.0,Placed
3730,11,62,4,1,20,38,100.0,Placed
3731,5,87,6,10,6,68,83.2,Placed
3732,4,42,6,2,1,35,55.98,Not Placed
3733,7,81,5,4,6,47,70.53,Placed
3734,4,63,6,4,1,82,80.73,Placed
3735,3,82,6,7,6,42,69.35,Not Placed
3736,9,79,4,2,13,56,100.0,Placed
3737,11,45,5,7,14,38,78.41,Placed
3738,8,59,8,7,15,68,100.0,Placed
3739,1,50,6,7,7,94,73.07,Placed
3740,7,71,9,3,15,79,100.0,Placed
3741,9,99,6,6,20,71,100.0,Placed
3742,8,66,8,6,6,91,98.23,Placed
3743,8,60,4,4,10,57,100.0,Placed
3744,6,83,5,1,3,54,82.56,Placed
3745,11,87,4,9,17,87,100.0,Placed
3746,4,89,7,2,12,58,90.2,Placed
3747,8,52,6,9,16,61,100.0,Placed
3748,3,61,9,8,11,47,84.78,Placed
3749,9,74,7,1,17,39,96.97,Placed
3750,2,86,6,11,9,50,65.09,Not Placed
3751,2,61,7,7,6,94,76.35,Placed
3752,7,67,8,10,11,72,87.86,Placed
3753,10,60,6,3,11,82,100.0,Placed
3754,4,85,9,10,12,63,87.78,Placed
3755,10,57,6,10,0,60,71.02,Placed
3756,8,70,7,9,6,56,90.52,Placed
3757,9,99,5,5,15,58,100.0,Placed
3758,7,100,7,11,15,47,100.0,Placed
3759,5,85,6,3,20,77,100.0,Placed
3760,8,76,6,8,15,55,80.21,Placed
3761,4,60,5,3,15,35,69.76,Not Placed
3762,2,53,4,7,13,38,47.68,Not Placed
3763,11,64,5,7,10,37,92.9,Placed
3764,6,66,4,7,18,84,100.0,Placed
3765,9,79,9,1,10,57,100.0,Placed
3766,1,99,6,11,1,50,44.94,Not Placed
3767,11,99,8,5,6,79,100.0,Placed
3768,10,62,8,11,8,47,93.95,Placed
3769,7,70,7,1,8,73,100.0,Placed
3770,10,86,5,7,13,65,100.0,Placed
3771,9,99,5,8,9,58,99.16,Placed
3772,10,68,8,7,15,81,100.0,Placed
3773,9,86,4,1,17,92,100.0,Placed
3774,10,69,5,3,0,49,94.09,Placed
3775,11,90,4,10,1,39,100.0,Placed
3776,3,65,4,3,19,83,100.0,Placed
3777,11,59,4,7,3,56,80.57,Placed
3778,5,77,4,4,1,56,55.16,Not Placed
3779,8,58,7,3,3,45,69.81,Not Placed
3780,8,66,7,6,5,58,91.7,Placed
3781,4,64,8,10,3,79,86.57,Placed
3782,11,79,7,6,17,44,100.0,Placed
3783,11,77,9,10,4,81,100.0,Placed
3784,1,91,5,5,10,68,62.84,Not Placed
3785,1,62,9,6,12,45,85.26,Placed
3786,4,68,7,3,2,91,81.35,Placed
3787,6,54,5,10,18,77,80.57,Placed
3788,8,98,5,5,19,63,100.0,Placed
3789,6,42,4,9,10,56,71.23,Placed
3790,9,49,8,4,10,67,100.0,Placed
3791,9,54,4,11,20,91,100.0,Placed
3792,2,95,4,2,1,42,72.03,Placed
3793,10,55,9,5,14,92,100.0,Placed
3794,1,56,7,3,7,83,75.82,Placed
3795,2,58,9,3,1,66,73.76,Placed
3796,5,50,7,4,7,74,92.42,Placed
3797,4,87,9,4,19,79,100.0,Placed
3798,4,44,5,5,14,57,63.12,Not Placed
3799,9,44,7,7,15,39,87.01,Placed
3800,11,97,7,4,12,65,100.0,Placed
3801,8,53,9,11,16,63,100.0,Placed
3802,6,89,6,7,13,40,100.0,Placed
3803,1,65,5,9,13,86,68.0,Not Placed
3804,2,47,5,3,0,59,47.48,Not Placed
3805,6,44,6,5,0,59,64.28,Not Placed
3806,11,46,9,4,2,95,100.0,Placed
3807,2,55,9,9,14,65,74.15,Placed
3808,10,94,5,5,4,92,100.0,Placed
3809,5,53,9,10,4,48,67.46,Not Placed
3810,5,76,8,2,3,51,49.6,Not Placed
3811,6,95,8,10,13,50,90.99,Placed
3812,6,80,6,1,19,62,100.0,Placed
3813,6,43,7,7,6,43,63.74,Not Placed
3814,2,75,8,11,14,85,93.42,Placed
3815,10,87,9,1,10,94,100.0,Placed
3816,3,95,6,8,13,36,81.98,Placed
3817,6,56,8,9,5,38,62.35,Not Placed
3818,8,86,4,7,9,54,99.61,Placed
3819,11,75,6,9,6,75,100.0,Placed
3820,1,45,5,10,9,70,66.71,Not Placed
3821,1,55,8,6,13,71,76.27,Placed
3822,11,68,5,7,4,40,79.91,Placed
3823,2,75,6,3,0,86,78.68,Placed
3824,11,77,8,9,18,35,100.0,Placed
3825,6,76,5,3,7,79,89.99,Placed
3826,9,87,7,6,18,84,100.0,Placed
3827,4,96,7,4,16,37,88.23,Placed
3828,3,87,4,9,18,86,84.93,Placed
3829,8,49,9,1,15,71,100.0,Placed
3830,11,80,6,9,3,79,100.0,Placed
3831,10,75,9,4,7,76,96.55,Placed
3832,9,68,9,10,3,92,100.0,Placed
3833,11,53,5,5,12,37,100.0,Placed
3834,5,43,4,11,6,77,58.26,Not Placed
3835,9,83,6,1,0,67,100.0,Placed
3836,2,95,7,1,8,93,100.0,Placed
3837,3,81,9,6,3,93,93.12,Placed
3838,7,75,5,10,13,49,100.0,Placed
3839,7,89,9,1,8,90,100.0,Placed
3840,6,84,8,2,2,90,100.0,Placed
3841,6,52,7,3,14,95,100.0,Placed
3842,2,85,9,7,4,38,69.38,Not Placed
3843,10,57,8,2,0,49,100.0,Placed
3844,6,72,8,5,10,41,91.57,Placed
3845,4,60,5,9,18,81,100.0,Placed
3846,3,55,5,10,4,38,36.52,Not Placed
3847,11,54,8,8,16,37,100.0,Placed
3848,2,93,4,8,18,57,100.0,Placed
3849,1,96,9,11,16,48,62.6,Not Placed
3850,11,44,8,2,4,40,85.1,Placed
3851,11,100,8,1,19,67,100.0,Placed
3852,5,45,5,9,8,43,60.83,Not Placed
3853,2,77,9,10,5,46,61.92,Not Placed
3854,2,42,6,4,20,84,100.0,Placed
3855,7,87,7,9,12,95,100.0,Placed
3856,8,51,5,11,20,69,98.01,Placed
3857,10,75,9,11,10,87,100.0,Placed
3858,8,72,9,7,0,65,79.93,Placed
3859,4,75,4,6,16,85,91.69,Placed
3860,1,72,7,10,5,37,38.15,Not Placed
3861,11,70,5,9,2,90,94.59,Placed
3862,7,60,5,10,15,80,98.59,Placed
3863,1,66,6,4,12,70,68.51,Not Placed
3864,11,66,4,1,11,47,100.0,Placed
3865,4,47,4,5,10,47,61.86,Not Placed
3866,8,95,9,6,1,92,94.31,Placed
3867,2,76,9,6,18,68,100.0,Placed
3868,6,71,5,1,7,55,100.0,Placed
3869,6,65,6,7,12,68,89.0,Placed
3870,9,41,5,8,13,76,100.0,Placed
3871,5,51,8,5,14,77,100.0,Placed
3872,10,61,9,2,16,62,100.0,Placed
3873,4,56,8,2,14,90,100.0,Placed
3874,5,46,6,11,20,81,78.95,Placed
3875,10,82,5,5,9,69,100.0,Placed
3876,11,43,9,7,0,48,77.55,Placed
3877,5,76,6,7,11,52,72.39,Placed
3878,8,77,5,4,8,53,85.61,Placed
3879,10,71,5,11,4,53,90.43,Placed
3880,8,50,8,3,14,67,100.0,Placed
3881,2,40,7,9,2,85,67.29,Not Placed
3882,7,64,4,7,18,69,86.68,Placed
3883,8,81,9,2,6,54,100.0,Placed
3884,11,91,4,1,6,63,100.0,Placed
3885,6,63,6,11,6,42,61.68,Not Placed
3886,5,92,4,2,1,59,76.12,Placed
3887,11,82,8,3,1,51,100.0,Placed
3888,9,95,7,5,11,35,100.0,Placed
3889,3,56,9,3,4,72,85.64,Placed
3890,10,47,5,10,3,83,100.0,Placed
3891,4,98,5,9,6,94,100.0,Placed
3892,9,84,8,10,15,87,100.0,Placed
3893,6,66,9,4,2,64,81.57,Placed
3894,8,91,4,7,20,62,100.0,Placed
3895,7,57,5,4,1,67,73.06,Placed
3896,11,66,4,3,16,47,100.0,Placed
3897,2,61,8,10,8,58,66.49,Not Placed
3898,3,55,5,1,19,78,88.94,Placed
3899,1,41,6,9,7,71,52.08,Not Placed
3900,9,44,7,11,11,56,86.16,Placed
3901,7,57,4,1,6,86,89.75,Placed
3902,1,42,9,11,13,47,57.14,Not Placed
3903,3,66,4,1,15,74,86.39,Placed
3904,4,93,4,1,0,46,89.53,Placed
3905,4,56,4,5,9,91,100.0,Placed
3906,5,55,8,7,10,75,84.84,Placed
3907,3,45,8,7,6,83,70.73,Placed
3908,3,90,9,10,17,80,100.0,Placed
3909,1,46,8,1,18,41,78.39,Placed
